0.777044762	0.014636117	0.001693435	0.048867697	3.188859133	0.039795723	0.045480827	0.001814395	0.029997992	0.060721742	0.004959345	0.001088637	0.00012096	0.00012096	0.001209596	0.02382905	0.001088637	0.001935354	0.011491166	0.001935354	0.000241919	0.103057618	0.142369503	0.01717627	0.003870709	0.001814395	0.000362879
0.004475507	14.6981694	0.007015659	0.087937662	5.47886714	0.438962553	1.299590431	0.489160806	0.195470787	0.160755369	0.093501806	0.019716422	0.00326591	0.014636117	0.053948002	0.252200861	0.662737897	0.078744729	0.049714414	0.007620458	0.000483839	0.077414173	0.086123268	0.00677374	0.009071973	0.000241919	0.001935354
0.003023991	0.046932342	7.620820542	0.121685403	4.879633057	0.665640929	1.217700751	2.485720714	0.420697647	0.15688466	2.267025675	0.109347519	0.014273238	0.003023991	0.072938666	0.044029311	0.031933346	0.021409857	0.059270226	0.00350783	0.001572475	0.037134611	0.050440172	0.013063642	0.011128287	0.000604798	0.000604798
0.026127283	0.081405841	0.01693435	9.534402133	19.01352571	1.163026991	3.069592922	0.503796923	0.633949502	0.631772228	1.510544052	0.081284882	0.004354547	0.006289902	0.128580103	0.029030315	0.02056314	0.038344208	0.093380846	0.014515157	0.002298233	0.561615634	1.015819102	0.16039249	0.055883356	0.014757077	0.002056314
1.853222728	4.549292265	1.571870593	11.90460639	1000	45.54408858	101.0361403	31.85593222	22.10017394	30.00875748	8.353956953	2.689295797	0.42287492	0.450695639	3.819300805	5.576481574	2.672119527	4.061824894	4.472361931	1.462281154	0.155675064	8.500922922	23.32658379	1.261609102	1.208386858	0.330582711	0.177084921
0.063261895	0.723943478	0.748256367	1.20415327	59.23284974	27.19148638	49.68744028	12.50577582	4.650535488	10.36224995	22.52365366	4.663357211	5.630792455	0.813332656	6.586857493	4.524616497	5.99766306	9.258493182	1.659929214	1.344829338	0.355379438	2.069861453	3.96771829	0.340138523	0.527746933	0.066769724	0.10583969
0.019111624	0.743297021	0.477427721	2.166629169	93.04409463	52.92432039	205.4927775	22.03062214	11.75098764	17.96710381	21.125844	2.901700935	0.47065398	0.875263994	11.10953864	2.008897792	3.85861269	4.85471537	1.325354835	0.949775136	0.178657396	0.420697647	0.692252051	0.062173258	0.081405841	0.058786388	0.019353543
0.002298233	0.441139827	1.768430016	0.505853237	40.22984752	16.42414258	30.91909977	55.28182388	3.497185269	1.485384446	11.393189	2.319643121	0.739184393	0.176117244	1.225926007	0.282561732	0.505732278	0.816840486	0.187366491	0.093985645	0.079349527	0.079107608	0.038102288	0.006531821	0.012216924	0.008830054	0.003991668
0.030118952	0.273247839	0.243975605	0.901028399	39.30825598	7.552720261	24.28216498	4.7760916	31.45422524	7.788349651	3.43549585	1.924951798	0.075236899	0.628022479	5.895694079	1.304912655	4.212903491	0.739305353	0.141280866	0.300947598	0.017418189	0.050319213	0.354290802	0.019837382	0.0068947	0.008467175	0.001572475
0.026611122	0.06471341	0.058181589	0.490975201	33.0858499	12.37913107	20.95311362	1.841852521	5.539346963	48.27184955	1.324870997	0.114427825	0.01366844	0.004596467	0.301189517	0.398320112	0.108016963	0.826275338	0.242645049	0.265748341	0.000604798	0.75067556	6.931471522	0.032417185	0.049230576	0.034715418	0.003870709
